Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
1396,56,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1397,321,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1398,203,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1399,181,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1400,169,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1401,94,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1402,86,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1403,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1404,97,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1405,64,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1406,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1407,855,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1408,74,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1409,50,0.0%,Plumbing,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Plumbing
1410,90,0.0%,Equipment Work,Alteration Type 2,0.0%,2000,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1411,141,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1412,208,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1413,131,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1414,238,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1415,74,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1416,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1417,99,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1418,72,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1419,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1420,84,0.0%,New Building,New Building,100.0%,2014,N/A,Specialized/Rare Residential - New Building
1421,198,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1422,206,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1423,211,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1424,70,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1425,101,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1426,86,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1427,131,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1428,81,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1429,115,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1430,81,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1431,74,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1432,141,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1433,67,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1434,82,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1435,61,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1436,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1437,241,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1438,967,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1439,119,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1440,147,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1441,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1442,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1443,241,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1444,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1445,160,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1446,139,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1447,1637,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1448,63,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1449,218,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1450,194,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1451,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1452,169,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1453,67,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1454,53,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1455,52,0.0%,Equipment,Alteration Type 3,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment
1456,63,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1457,662,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1458,135,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1459,60,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1460,277,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1461,70,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1462,70,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1463,305,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1464,82,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1465,148,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1466,195,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1467,296,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1468,50,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1469,265,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1470,85,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1471,64,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1472,67,0.0%,Plumbing,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1473,75,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1474,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1475,62,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1476,50,0.0%,Equipment,Alteration Type 3,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment
1477,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1478,1436,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1479,158,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1480,204,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1481,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1482,212,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1483,291,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1484,101,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1485,89,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1486,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1487,52,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1488,1786,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1489,102,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1490,80,0.0%,Equipment,Alteration Type 3,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment
1491,250,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1492,277,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1493,63,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1494,362,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1495,225,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1496,92,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1497,72,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1498,78,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1499,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1500,61,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1501,60,0.0%,Plumbing,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Plumbing
1502,53,0.0%,Plumbing,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Plumbing
1503,63,0.0%,New Building,New Building,100.0%,2015,N/A,Specialized/Rare Residential - New Building
1504,75,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1505,99,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1506,270,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1507,199,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1508,165,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1509,68,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1510,53,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1511,92,0.0%,Plumbing,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Plumbing
1512,129,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1513,74,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1514,301,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1515,92,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1516,246,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1517,176,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1518,194,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1519,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1520,88,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1521,99,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1522,68,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1523,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1524,74,0.0%,Plumbing,New Building,100.0%,1992,N/A,Specialized/Rare Residential - Plumbing
1525,317,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1526,159,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1527,162,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1528,75,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1529,202,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1530,106,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1531,107,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1532,53,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1533,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1534,262,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1535,324,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1536,136,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1537,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1538,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1539,61,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1540,79,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1541,178,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1542,149,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1543,125,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1544,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1545,54,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1546,86,0.0%,New Building,New Building,100.0%,2015,N/A,Specialized/Rare Residential - New Building
1547,299,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1548,120,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1549,203,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1550,150,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1551,237,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1552,68,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1553,93,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1554,1306,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Small Commercial/Mixed - Equipment Work
1555,1282,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1556,325,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1557,177,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1558,82,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1559,127,0.0%,Plumbing,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1560,140,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1561,323,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1562,113,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1563,97,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1564,75,0.0%,New Building,New Building,100.0%,2015,N/A,Specialized/Rare Residential - New Building
1565,521,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1566,109,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1567,438,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1568,63,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1569,1078,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Small Commercial/Mixed - Equipment Work
1570,245,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1571,76,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1572,130,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1573,283,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1574,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1575,116,0.0%,Plumbing,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1576,146,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1577,88,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1578,77,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1579,58,0.0%,Plumbing,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Plumbing
