kmeans_cluster,Filing_Year,Filing_Month,n_permits,long_centroid,lat_centroid
4,1998,4,1171,-0.3214602117083309,0.2263995047134023
4,1998,5,5469,-0.2786314352382133,0.2573543776429477
4,1998,6,6303,-0.2390556168160969,0.2471715087749301
4,1999,1,6312,-0.28840133635878,0.2106468555764241
4,1999,2,6191,-0.2648918226012001,0.2007654101112694
4,1999,3,7345,-0.3023504615479827,0.2310781201391727
4,1999,4,6850,-0.3026812708409546,0.23696898185886123
4,1999,5,6939,-0.2915440246425617,0.1902811178403889
4,1999,6,7715,-0.2798223486930689,0.1983016014276102
4,2000,1,6973,-0.2804288323969814,0.2438558513442763
4,2000,2,6610,-0.28466319134757045,0.2358484731224536
4,2000,3,298,-0.22999695567545908,0.22137359710606036
